,lenght,type_of_gene
ENSG00000133812,515540.0,protein-coding
ENSG00000154957,20071.0,protein-coding
ENSG00000104147,23353.0,protein-coding
ENSG00000239553,,unknown
ENSG00000215529,102686.0,protein-coding
ENSG00000216102,,unknown
ENSG00000225043,,unknown
ENSG00000232109,,unknown
ENSG00000259452,,unknown
ENSG00000107779,176237.0,protein-coding
ENSG00000228159,,intergenic
ENSG00000273750,,unknown
ENSG00000204694,31567.0,protein-coding
ENSG00000258928,,ncRNA
ENSG00000252460,,unknown
ENSG00000105472,2389.0,protein-coding
ENSG00000141026,16240.0,protein-coding
ENSG00000102030,5981.0,protein-coding
ENSG00000258036,,unknown
ENSG00000168329,18241.0,protein-coding
ENSG00000133106,105883.0,protein-coding
ENSG00000225209,,ncRNA
ENSG00000102802,19381.0,protein-coding
ENSG00000256663,,unknown
ENSG00000272661,,unknown
ENSG00000276233,,unknown
ENSG00000257065,,unknown
ENSG00000106006,5207.0,protein-coding
ENSG00000235420,,unknown
ENSG00000256673,,unknown
ENSG00000279554,,unknown
ENSG00000154274,169554.0,protein-coding
ENSG00000235108,,unknown
ENSG00000257766,,unknown
ENSG00000248370,,unknown
ENSG00000241697,104523.0,protein-coding
ENSG00000229656,,unknown
ENSG00000266938,,unknown
ENSG00000252982,,unknown
ENSG00000251437,,unknown
ENSG00000259294,,unknown
ENSG00000270308,,unknown
ENSG00000272555,,unknown
ENSG00000263366,,unknown
ENSG00000260340,,unknown
ENSG00000120068,3562.0,protein-coding
ENSG00000238059,,unknown
ENSG00000267216,,unknown
ENSG00000252101,,unknown
ENSG00000181260,,unknown
ENSG00000274572,,unknown
ENSG00000101888,8909.0,protein-coding
ENSG00000268355,,unknown
ENSG00000109519,9291.0,protein-coding
ENSG00000259897,,unknown
ENSG00000185177,20250.0,protein-coding
ENSG00000271608,,unknown
ENSG00000253997,,unknown
ENSG00000257645,,unknown
ENSG00000133275,40189.0,protein-coding
ENSG00000270846,,unknown
ENSG00000275157,,unknown
ENSG00000204217,190815.0,protein-coding
ENSG00000258866,,unknown
ENSG00000136695,6744.0,protein-coding
ENSG00000141429,130717.0,protein-coding
ENSG00000144057,85508.0,protein-coding
ENSG00000221222,,unknown
ENSG00000108587,50230.0,protein-coding
ENSG00000240974,,unknown
ENSG00000255838,,unknown
ENSG00000124688,11412.0,protein-coding
ENSG00000199594,,unknown
ENSG00000273011,,unknown
ENSG00000269012,,unknown
ENSG00000206716,,unknown
ENSG00000121075,32706.0,protein-coding
ENSG00000261637,,intergenic
ENSG00000222114,,unknown
ENSG00000267727,,unknown
ENSG00000200673,,unknown
ENSG00000212246,,unknown
ENSG00000160791,5352.0,protein-coding
ENSG00000215483,,intergenic
ENSG00000240954,,unknown
ENSG00000091651,8751.0,protein-coding
ENSG00000273593,,microRNA
ENSG00000218502,,unknown
ENSG00000252282,,unknown
ENSG00000217334,,unknown
ENSG00000221214,,microRNA
ENSG00000213045,,unknown
ENSG00000199306,,unknown
ENSG00000272541,,unknown
ENSG00000249051,,unknown
ENSG00000265981,,microRNA
ENSG00000038382,388426.0,protein-coding
ENSG00000066583,19277.0,protein-coding
ENSG00000105928,59762.0,protein-coding
ENSG00000227509,,unknown
ENSG00000252807,,unknown
ENSG00000202205,,unknown
ENSG00000276087,,unknown
ENSG00000212270,,unknown
ENSG00000238987,,unknown
ENSG00000183514,,unknown
ENSG00000221233,,unknown
ENSG00000179994,,pseudo
ENSG00000234945,,antisense
ENSG00000275243,,unknown
ENSG00000233529,,unknown
ENSG00000222395,,unknown
ENSG00000225221,,unknown
ENSG00000229150,,unknown
ENSG00000255089,,unknown
ENSG00000230539,,ncRNA
ENSG00000135597,84768.0,protein-coding
ENSG00000266150,,microRNA
ENSG00000225548,,unknown
ENSG00000243696,,unknown
ENSG00000252608,,unknown
ENSG00000225235,,antisense
ENSG00000273848,,unknown
ENSG00000219298,,unknown
ENSG00000241224,32262.0,protein-coding
ENSG00000108950,66276.0,protein-coding
ENSG00000167748,4639.0,protein-coding
ENSG00000230525,,intergenic
ENSG00000189316,1573.0,protein-coding
ENSG00000184068,,antisense
ENSG00000230920,,unknown
ENSG00000241257,,unknown
ENSG00000239912,,unknown
ENSG00000218792,,unknown
ENSG00000027001,159230.0,protein-coding
ENSG00000228411,,unknown
ENSG00000093000,24174.0,protein-coding
ENSG00000104537,56613.0,protein-coding
ENSG00000236290,,unknown
ENSG00000237092,,unknown
ENSG00000262823,,unknown
ENSG00000224789,,unknown
ENSG00000139722,31116.0,protein-coding
ENSG00000203733,2061.0,protein-coding
ENSG00000266529,,unknown
ENSG00000263539,,unknown
ENSG00000165973,906130.0,protein-coding
ENSG00000277719,,unknown
ENSG00000270793,,unknown
ENSG00000089820,27632.0,protein-coding
ENSG00000158292,13629.0,protein-coding
ENSG00000231924,13358.0,protein-coding
ENSG00000234736,,antisense
ENSG00000249868,,unknown
ENSG00000243439,,unknown
ENSG00000264824,,microRNA
ENSG00000203865,,antisense
ENSG00000238997,,unknown
ENSG00000150394,389793.0,protein-coding
ENSG00000228572,,unknown
ENSG00000221840,1070.0,protein-coding
ENSG00000215899,,unknown
ENSG00000257356,,unknown
ENSG00000176679,1000.0,protein-coding
ENSG00000257176,,ncRNA
ENSG00000233006,,ncRNA
ENSG00000163931,31345.0,protein-coding
ENSG00000196109,36684.0,protein-coding
ENSG00000260922,,unknown
ENSG00000237323,,unknown
ENSG00000271021,,unknown
ENSG00000217769,,unknown
ENSG00000259088,,unknown
ENSG00000117322,35665.0,protein-coding
ENSG00000278408,,unknown
ENSG00000166938,40681.0,protein-coding
ENSG00000281164,,unknown
ENSG00000238405,,unknown
ENSG00000143858,119821.0,protein-coding
ENSG00000256442,,ncRNA
ENSG00000235581,,unknown
ENSG00000141367,77267.0,protein-coding
ENSG00000276599,,unknown
ENSG00000258487,,unknown
ENSG00000187808,1551.0,protein-coding
ENSG00000166347,41169.0,protein-coding
ENSG00000234446,,unknown
ENSG00000259856,,unknown
ENSG00000176194,23276.0,protein-coding
ENSG00000269125,,unknown
ENSG00000276489,,microRNA
ENSG00000109184,73837.0,protein-coding
ENSG00000167461,22605.0,protein-coding
ENSG00000177191,3371.0,protein-coding
ENSG00000254917,,unknown
ENSG00000174600,51297.0,protein-coding
ENSG00000270627,,unknown
ENSG00000175097,22705.0,protein-coding
ENSG00000145919,9146.0,protein-coding
ENSG00000262759,,unknown
ENSG00000120306,107410.0,protein-coding
ENSG00000214280,,unknown
ENSG00000253067,,unknown
ENSG00000212325,,unknown
ENSG00000215186,11656.0,protein-coding
ENSG00000136931,26194.0,protein-coding
ENSG00000173114,34448.0,protein-coding
ENSG00000188554,41208.0,protein-coding
ENSG00000256286,,unknown
ENSG00000166471,34126.0,protein-coding
ENSG00000255351,,unknown
ENSG00000124784,28541.0,protein-coding
ENSG00000241834,,unknown
ENSG00000216022,,unknown
ENSG00000276003,,unknown
ENSG00000231747,,unknown
ENSG00000227154,,unknown
ENSG00000171497,14262.0,protein-coding
ENSG00000231205,,unknown
ENSG00000213433,,unknown
ENSG00000143612,13941.0,protein-coding
ENSG00000264941,,microRNA
ENSG00000275497,,unknown
ENSG00000274765,,unknown
ENSG00000280248,,unknown
ENSG00000261144,,unknown
ENSG00000225652,,unknown
ENSG00000215883,30385.0,protein-coding
ENSG00000251828,,unknown
ENSG00000226020,,unknown
ENSG00000263882,,unknown
ENSG00000230174,,intergenic
ENSG00000149212,67028.0,protein-coding
ENSG00000211562,,unknown
ENSG00000207200,,unknown
ENSG00000214629,,unknown
ENSG00000169885,2469.0,protein-coding
ENSG00000181982,174087.0,protein-coding
ENSG00000028528,51967.0,protein-coding
ENSG00000255243,,unknown
ENSG00000219784,,unknown
ENSG00000201684,,unknown
ENSG00000230948,,unknown
ENSG00000140479,228060.0,protein-coding
ENSG00000081800,86455.0,protein-coding
ENSG00000162630,7609.0,protein-coding
ENSG00000129680,43262.0,protein-coding
ENSG00000261045,,unknown
ENSG00000213365,,unknown
ENSG00000238164,,unknown
ENSG00000272769,,unknown
ENSG00000229532,,unknown
ENSG00000088451,22206.0,protein-coding
ENSG00000232723,,unknown
ENSG00000278785,,unknown
ENSG00000256044,,unknown
ENSG00000163961,34985.0,protein-coding
ENSG00000207121,,unknown
ENSG00000235172,,unknown
ENSG00000255253,,unknown
ENSG00000181036,15740.0,protein-coding
ENSG00000232380,,unknown
ENSG00000161807,935.0,protein-coding
ENSG00000199862,,unknown
ENSG00000278420,,microRNA
ENSG00000264520,,unknown
ENSG00000135457,79471.0,protein-coding
ENSG00000235832,,unknown
ENSG00000278349,,microRNA
ENSG00000166860,7612.0,protein-coding
ENSG00000147059,3095.0,protein-coding
ENSG00000235148,,unknown
ENSG00000212829,,unknown
ENSG00000235501,,ncRNA
ENSG00000197077,244718.0,protein-coding
ENSG00000239819,,unknown
ENSG00000163935,143178.0,protein-coding
ENSG00000135069,32950.0,protein-coding
ENSG00000272333,20859.0,protein-coding
ENSG00000272024,,unknown
ENSG00000237492,,unknown
ENSG00000274823,,unknown
ENSG00000235253,,unknown
ENSG00000249601,,unknown
ENSG00000196578,929.0,protein-coding
ENSG00000232710,,unknown
ENSG00000238832,,unknown
ENSG00000235804,,unknown
ENSG00000237189,,unknown
ENSG00000261543,,unknown
ENSG00000154134,16084.0,protein-coding
ENSG00000197653,174018.0,protein-coding
ENSG00000249153,,unknown
ENSG00000269307,,unknown
ENSG00000149656,,unknown
ENSG00000207788,,microRNA
ENSG00000109919,25308.0,protein-coding
ENSG00000138115,32725.0,protein-coding
ENSG00000280849,,unknown
ENSG00000127328,84523.0,protein-coding
ENSG00000225857,,unknown
ENSG00000256079,,unknown
ENSG00000229339,,unknown
ENSG00000281331,,unknown
ENSG00000176209,14038.0,protein-coding
ENSG00000211827,,unknown
ENSG00000248783,,unknown
ENSG00000225974,,unknown
ENSG00000173548,14395.0,protein-coding
ENSG00000279054,,unknown
ENSG00000260082,,unknown
ENSG00000178026,7588.0,protein-coding
ENSG00000177803,,unknown
ENSG00000274068,,unknown
ENSG00000206104,272.0,protein-coding
ENSG00000252224,,unknown
ENSG00000263802,,unknown
ENSG00000272371,,unknown
ENSG00000214892,,unknown
ENSG00000280767,,unknown
ENSG00000201183,,snRNA
ENSG00000224066,,unknown
ENSG00000170558,226480.0,protein-coding
ENSG00000199223,,unknown
ENSG00000275437,,unknown
ENSG00000201604,,unknown
ENSG00000174417,32963.0,protein-coding
ENSG00000235514,,unknown
ENSG00000280201,,unknown
ENSG00000139146,46474.0,protein-coding
ENSG00000226648,,unknown
ENSG00000250977,,unknown
ENSG00000177873,13123.0,protein-coding
ENSG00000228462,,unknown
ENSG00000173452,54288.0,protein-coding
ENSG00000196866,392.0,protein-coding
ENSG00000273238,2420.0,protein-coding
ENSG00000199200,,unknown
ENSG00000227201,,unknown
ENSG00000200370,,rRNA
ENSG00000224307,,ncRNA
ENSG00000226947,,unknown
ENSG00000204001,4157.0,protein-coding
ENSG00000230062,12589.0,protein-coding
ENSG00000265835,,unknown
ENSG00000274527,,unknown
ENSG00000207997,,microRNA
ENSG00000264341,,unknown
ENSG00000103490,1965.0,protein-coding
ENSG00000260817,,unknown
ENSG00000171557,8833.0,protein-coding
ENSG00000198700,55153.0,protein-coding
ENSG00000198912,11168.0,protein-coding
ENSG00000266449,,microRNA
ENSG00000254703,,ncRNA
ENSG00000268509,,unknown
ENSG00000235175,,unknown
ENSG00000202250,,unknown
ENSG00000244158,,unknown
ENSG00000208797,,snoRNA
ENSG00000207475,,snoRNA
ENSG00000212593,,unknown
ENSG00000216131,,unknown
ENSG00000253179,,unknown
ENSG00000271618,,unknown
ENSG00000138798,99382.0,protein-coding
ENSG00000232790,,intergenic
ENSG00000166233,128659.0,protein-coding
ENSG00000222985,,unknown
ENSG00000213888,,unknown
ENSG00000229774,,unknown
ENSG00000279879,,unknown
ENSG00000224286,,unknown
ENSG00000266320,,microRNA
ENSG00000188026,63664.0,protein-coding
ENSG00000222999,,unknown
ENSG00000207641,,microRNA
ENSG00000222038,46610.0,protein-coding
ENSG00000252852,,unknown
ENSG00000226438,,unknown
ENSG00000253622,,unknown
ENSG00000221504,,unknown
ENSG00000207754,,microRNA
ENSG00000252943,,unknown
ENSG00000227586,,unknown
ENSG00000236667,,unknown
ENSG00000127507,46148.0,protein-coding
ENSG00000264240,,unknown
ENSG00000187475,717.0,protein-coding
ENSG00000225402,,unknown
ENSG00000233163,,unknown
ENSG00000233124,,unknown
ENSG00000183625,103102.0,protein-coding
ENSG00000266341,,unknown
ENSG00000213820,,unknown
ENSG00000258650,,unknown
ENSG00000110245,3366.0,protein-coding
ENSG00000115392,82129.0,protein-coding
ENSG00000229989,,unknown
ENSG00000265515,,unknown
ENSG00000235427,,unknown
ENSG00000245651,,ncRNA
ENSG00000232431,,pseudo
ENSG00000258529,,unknown
ENSG00000273132,,unknown
ENSG00000201573,,unknown
ENSG00000172774,,unknown
ENSG00000143919,410642.0,protein-coding
ENSG00000236341,,unknown
ENSG00000225170,,unknown
ENSG00000219932,,unknown
ENSG00000274280,,microRNA
ENSG00000232363,,unknown
ENSG00000071991,103055.0,protein-coding
ENSG00000186409,191334.0,protein-coding
ENSG00000206590,,unknown
ENSG00000279115,,unknown
ENSG00000173171,5125.0,protein-coding
ENSG00000279717,,unknown
ENSG00000267215,,unknown
ENSG00000144847,245511.0,protein-coding
ENSG00000258758,,unknown
ENSG00000278523,,unknown
ENSG00000112273,2173.0,protein-coding
ENSG00000159650,36492.0,protein-coding
ENSG00000251193,,unknown
ENSG00000159131,39560.0,protein-coding
ENSG00000265243,,unknown
ENSG00000189430,9990.0,protein-coding
ENSG00000107537,24616.0,protein-coding
ENSG00000224042,,unknown
ENSG00000254990,,unknown
ENSG00000240489,,unknown
ENSG00000101331,21730.0,protein-coding
ENSG00000254785,,unknown
ENSG00000268652,,unknown
ENSG00000143278,28526.0,protein-coding
ENSG00000270000,,unknown
ENSG00000265253,,microRNA
ENSG00000248203,,unknown
ENSG00000260611,,unknown
ENSG00000251322,58883.0,protein-coding
ENSG00000200198,,unknown
ENSG00000196220,382462.0,protein-coding
ENSG00000226646,,unknown
ENSG00000227556,,unknown
ENSG00000237527,,unknown
ENSG00000129910,23725.0,protein-coding
ENSG00000199938,,unknown
ENSG00000237872,,pseudo
ENSG00000270497,,unknown
ENSG00000253872,,unknown
ENSG00000200670,,unknown
ENSG00000273680,,unknown
ENSG00000168418,21083.0,protein-coding
ENSG00000149646,76136.0,protein-coding
ENSG00000256632,,unknown
ENSG00000162576,9088.0,protein-coding
ENSG00000223819,,unknown
ENSG00000223162,,unknown
ENSG00000223700,,unknown
ENSG00000212589,,unknown
ENSG00000199301,,unknown
ENSG00000166492,,unknown
ENSG00000186648,17728.0,protein-coding
ENSG00000139219,31589.0,protein-coding
ENSG00000227560,,unknown
ENSG00000257497,,unknown
ENSG00000236534,,unknown
ENSG00000244585,,unknown
ENSG00000261723,,unknown
ENSG00000226856,,ncRNA
ENSG00000225165,,unknown
ENSG00000248621,,unknown
ENSG00000264015,,unknown
ENSG00000279863,,unknown
ENSG00000133243,49443.0,protein-coding
ENSG00000197177,60746.0,protein-coding
ENSG00000165807,39478.0,protein-coding
ENSG00000237950,,unknown
ENSG00000017260,166117.0,protein-coding
ENSG00000164400,2380.0,protein-coding
ENSG00000171777,17254.0,protein-coding
ENSG00000257989,,unknown
ENSG00000271174,,unknown
ENSG00000228242,,unknown
ENSG00000263584,,microRNA
ENSG00000254009,,unknown
ENSG00000272518,,unknown
ENSG00000232821,,unknown
ENSG00000278819,,unknown
ENSG00000229800,,unknown
ENSG00000239253,,unknown
ENSG00000242575,,unknown
ENSG00000204335,2727.0,protein-coding
ENSG00000265474,,unknown
ENSG00000223087,,unknown
ENSG00000235892,,unknown
ENSG00000237306,,unknown
ENSG00000200393,,unknown
ENSG00000242163,,unknown
ENSG00000176401,1864.0,protein-coding
ENSG00000102882,9401.0,protein-coding
ENSG00000230312,,unknown
ENSG00000238273,,unknown
ENSG00000203730,2499.0,protein-coding
ENSG00000235601,,ncRNA
ENSG00000231547,,unknown
ENSG00000231992,,unknown
ENSG00000245812,,intergenic
ENSG00000237646,,unknown
ENSG00000205930,,unknown
ENSG00000221164,,snoRNA
ENSG00000107185,9288.0,protein-coding
ENSG00000261377,,unknown
ENSG00000267412,,unknown
ENSG00000265535,,unknown
ENSG00000254546,,unknown
ENSG00000250402,,unknown
ENSG00000228571,,unknown
ENSG00000237674,,unknown
ENSG00000105088,82834.0,protein-coding
ENSG00000223838,,unknown
ENSG00000016391,34055.0,protein-coding
ENSG00000261367,,unknown
ENSG00000228809,,unknown
ENSG00000230169,,unknown
ENSG00000267428,,unknown
ENSG00000281779,,unknown
ENSG00000270992,,unknown
ENSG00000140320,28521.0,protein-coding
ENSG00000255497,,unknown
ENSG00000266669,,unknown
ENSG00000176994,12745.0,protein-coding
ENSG00000102096,5842.0,protein-coding
ENSG00000225928,,unknown
ENSG00000104415,40651.0,protein-coding
ENSG00000278924,,unknown
ENSG00000162924,50089.0,protein-coding
ENSG00000107263,163304.0,protein-coding
ENSG00000243650,,unknown
ENSG00000232036,,unknown
ENSG00000214113,158346.0,protein-coding
ENSG00000255470,,unknown
ENSG00000243828,,unknown
ENSG00000148019,43628.0,protein-coding
ENSG00000234829,979.0,protein-coding
ENSG00000278166,,unknown
ENSG00000250088,,unknown
ENSG00000168071,17311.0,protein-coding
ENSG00000140988,2808.0,protein-coding
ENSG00000280507,,unknown
ENSG00000281855,,unknown
ENSG00000075413,118439.0,protein-coding
ENSG00000257489,,unknown
ENSG00000246174,,antisense
ENSG00000267680,15547.0,protein-coding
ENSG00000171551,8001.0,protein-coding
ENSG00000236115,,unknown
ENSG00000116151,70454.0,protein-coding
ENSG00000122565,12194.0,protein-coding
ENSG00000279845,,unknown
ENSG00000199127,,microRNA
ENSG00000197360,141466.0,protein-coding
ENSG00000258990,,unknown
ENSG00000228474,1301.0,protein-coding
ENSG00000105849,13625.0,protein-coding
ENSG00000100441,12548.0,protein-coding
ENSG00000230757,,unknown
ENSG00000235014,,unknown
ENSG00000249454,,unknown
ENSG00000183298,,unknown
ENSG00000263504,,unknown
ENSG00000184012,66565.0,protein-coding
ENSG00000187481,,unknown
ENSG00000148572,21784.0,protein-coding
ENSG00000228872,,unknown
ENSG00000267034,,unknown
ENSG00000149476,20085.0,protein-coding
ENSG00000253290,,unknown
ENSG00000273588,,unknown
ENSG00000280168,,unknown
ENSG00000255332,,unknown
ENSG00000102934,36140.0,protein-coding
ENSG00000277847,,unknown
ENSG00000241101,,unknown
ENSG00000223116,,unknown
ENSG00000253437,,unknown
ENSG00000206686,,unknown
ENSG00000117519,30329.0,protein-coding
ENSG00000242510,,unknown
ENSG00000160505,45276.0,protein-coding
ENSG00000240186,,unknown
ENSG00000264982,,unknown
ENSG00000281193,,unknown
ENSG00000248443,,unknown
ENSG00000169217,4595.0,protein-coding
ENSG00000259268,,unknown
ENSG00000243709,25100.0,protein-coding
ENSG00000237701,,unknown
ENSG00000267360,,unknown
ENSG00000253616,,unknown
ENSG00000229468,,unknown
ENSG00000269944,,unknown
ENSG00000211895,,unknown
ENSG00000223128,,unknown
ENSG00000236118,,unknown
ENSG00000259303,,unknown
ENSG00000165457,5349.0,protein-coding
ENSG00000276867,,unknown
ENSG00000259212,,unknown
ENSG00000260246,,unknown
ENSG00000180910,,ncRNA
ENSG00000248109,21930.0,protein-coding
ENSG00000259470,,unknown
ENSG00000179813,9999.0,protein-coding
ENSG00000104611,82601.0,protein-coding
ENSG00000168135,28872.0,protein-coding
ENSG00000228120,,unknown
ENSG00000230673,,unknown
ENSG00000231549,,unknown
ENSG00000131910,2477.0,protein-coding
ENSG00000196440,115172.0,protein-coding
ENSG00000183814,78720.0,protein-coding
ENSG00000254454,,unknown
ENSG00000203387,,unknown
ENSG00000227484,,unknown
ENSG00000251211,,unknown
ENSG00000147123,3288.0,protein-coding
ENSG00000221381,,unknown
ENSG00000267436,,unknown
ENSG00000236888,,unknown
ENSG00000185198,9952.0,protein-coding
ENSG00000115758,8536.0,protein-coding
ENSG00000200525,,unknown
ENSG00000150760,547108.0,protein-coding
ENSG00000278256,,unknown
ENSG00000227101,,unknown
ENSG00000280096,,unknown
ENSG00000116701,35313.0,protein-coding
ENSG00000234381,,unknown
ENSG00000278865,,unknown
ENSG00000111371,86954.0,protein-coding
ENSG00000105426,182308.0,protein-coding
ENSG00000243944,,unknown
ENSG00000081692,4986.0,protein-coding
ENSG00000280721,,unknown
ENSG00000184523,,unknown
ENSG00000224404,,unknown
ENSG00000251939,,unknown
ENSG00000171056,6744.0,protein-coding
ENSG00000225325,,unknown
ENSG00000058404,117427.0,protein-coding
ENSG00000228444,,unknown
ENSG00000250577,,unknown
ENSG00000005436,58989.0,protein-coding
ENSG00000113196,3292.0,protein-coding
